BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON
195703,3,1500,195703,3,1500,,10121124,TEXAS,48,1957,March,Hail,C,0,,,3/3/57 15:00,CST,3/3/57 15:00,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,27.78,-97.18,,
195703,6,1725,195703,6,1725,,10121125,TEXAS,48,1957,March,Hail,C,25,BEE,,3/6/57 17:25,CST,3/6/57 17:25,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,28.38,-97.68,,
195703,11,210,195703,11,210,,10121126,TEXAS,48,1957,March,Thunderstorm Wind,C,331,MILAM,,3/11/57 2:10,CST,3/11/57 2:10,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,30.7,-97,,
195703,11,1609,195703,11,1609,,10121127,TEXAS,48,1957,March,Hail,C,29,BEXAR,,3/11/57 16:09,CST,3/11/57 16:09,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,29.38,-98.58,,
195711,17,2200,195711,17,2200,,10049539,MISSISSIPPI,28,1957,November,Thunderstorm Wind,C,163,YAZOO,,11/17/57 22:00,CST,11/17/57 22:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,32.78,-90.28,,
195704,8,1500,195704,8,1500,,10075790,NORTH CAROLINA,37,1957,April,Thunderstorm Wind,C,51,CUMBERLAND,,4/8/57 15:00,CST,4/8/57 15:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.2,-79,,
195704,8,1830,195704,8,1830,,10075791,NORTH CAROLINA,37,1957,April,Tornado,C,165,SCOTLAND,,4/8/57 18:30,CST,4/8/57 18:30,8,0,0,0,250K,0,,0,,,,F4,18,50,,,,,0,,,0,,,34.73,-79.62,34.75,-79.3
195704,8,1900,195704,8,1900,,10075793,NORTH CAROLINA,37,1957,April,Tornado,C,155,ROBESON,,4/8/57 19:00,CST,4/8/57 19:00,21,0,0,0,250K,0,,0,,,,F4,0.8,150,,,,,0,,,0,,,34.68,-79.2,,
195706,10,1340,195706,10,1340,,10113005,SOUTH DAKOTA,46,1957,June,Tornado,C,79,LAKE,,6/10/57 13:40,CST,6/10/57 13:40,0,0,0,0,.03K,0,,0,,,,F2,0,33,,,,,0,,,0,,,43.85,-97.08,,
195706,12,2030,195706,12,2030,,10113006,SOUTH DAKOTA,46,1957,June,Tornado,C,13,BROWN,,6/12/57 20:30,CST,6/12/57 20:30,0,0,0,0,.03K,0,,0,,,,F0,0,33,,,,,0,,,0,,,45.5,-98.48,,
195706,13,1300,195706,13,1300,,10113007,SOUTH DAKOTA,46,1957,June,Tornado,C,91,MARSHALL,,6/13/57 13:00,CST,6/13/57 13:00,0,0,0,0,.03K,0,,0,,,,F0,0,33,,,,,0,,,0,,,45.72,-97.67,,
195706,13,1530,195706,13,1530,,10113009,SOUTH DAKOTA,46,1957,June,Tornado,C,13,BROWN,,6/13/57 15:30,CST,6/13/57 15:30,0,0,0,0,.03K,0,,0,,,,F0,0,33,,,,,0,,,0,,,45.5,-98.4,,
195706,16,1430,195706,16,1430,,10113010,SOUTH DAKOTA,46,1957,June,Hail,C,99,MINNEHAHA,,6/16/57 14:30,CST,6/16/57 14:30,0,0,0,0,0,0,,1.25,,,,,0,0,,,,,0,,,0,,,43.58,-96.68,,
195706,20,2030,195706,20,2030,,10113011,SOUTH DAKOTA,46,1957,June,Thunderstorm Wind,C,111,SANBORN,,6/20/57 20:30,CST,6/20/57 20:30,0,0,0,0,0,0,,82,,,,,0,0,,,,,0,,,0,,,44,-98.08,,
195707,21,1911,195707,21,1911,,10120921,TEXAS,48,1957,July,Thunderstorm Wind,C,303,LUBBOCK,,7/21/57 19:11,CST,7/21/57 19:11,0,0,0,0,0,0,,65,,,,,0,0,,,,,0,,,0,,,33.7,-101.78,,
195707,23,1500,195707,23,1500,,10120922,TEXAS,48,1957,July,Thunderstorm Wind,C,141,EL PASO,,7/23/57 15:00,CST,7/23/57 15:00,0,0,0,0,0,0,,70,,,,,0,0,,,,,0,,,0,,,31.78,-106.4,,
195707,31,1611,195707,31,1611,,10120923,TEXAS,48,1957,July,Thunderstorm Wind,C,435,SUTTON,,7/31/57 16:11,CST,7/31/57 16:11,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,30.5,-100.68,,
195708,12,1550,195708,12,1550,,10120924,TEXAS,48,1957,August,Tornado,C,23,BAYLOR,,8/12/57 15:50,CST,8/12/57 15:50,0,0,0,0,25K,0,,0,,,,F2,0.4,100,,,,,0,,,0,,,33.43,-99.4,,
195708,12,1745,195708,12,1745,,10120925,TEXAS,48,1957,August,Tornado,C,253,JONES,,8/12/57 17:45,CST,8/12/57 17:45,0,0,0,0,2.5K,0,,0,,,,F2,0.5,7,,,,,0,,,0,,,32.58,-99.68,,
195708,12,1800,195708,12,1800,,10120926,TEXAS,48,1957,August,Thunderstorm Wind,C,181,GRAYSON,,8/12/57 18:00,CST,8/12/57 18:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,33.7,-96.5,,
195706,22,2218,195706,22,2218,,10120066,TEXAS,48,1957,June,Tornado,C,189,HALE,,6/22/57 22:18,CST,6/22/57 22:18,0,0,0,0,2.5K,0,,0,,,,F1,0.5,33,,,,,0,,,0,,,34.28,-101.7,,
195706,22,2230,195706,22,2230,,10120067,TEXAS,48,1957,June,Thunderstorm Wind,C,169,GARZA,,6/22/57 22:30,CST,6/22/57 22:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,33.38,-101.5,,
195706,23,1312,195706,23,1312,,10120068,TEXAS,48,1957,June,Thunderstorm Wind,C,329,MIDLAND,,6/23/57 13:12,CST,6/23/57 13:12,0,0,0,0,0,0,,64,,,,,0,0,,,,,0,,,0,,,31.9,-102.18,,
195706,23,1600,195706,23,1600,,10120069,TEXAS,48,1957,June,Hail,C,371,PECOS,,6/23/57 16:00,CST,6/23/57 16:00,0,0,0,0,0,0,,4.5,,,,,0,0,,,,,0,,,0,,,31,-102.8,,
195706,23,1700,195706,23,1700,,10120070,TEXAS,48,1957,June,Thunderstorm Wind,C,115,DAWSON,,6/23/57 17:00,CST,6/23/57 17:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,32.7,-101.9,,
195706,20,2200,195706,20,2200,,10113012,SOUTH DAKOTA,46,1957,June,Tornado,C,115,SPINK,,6/20/57 22:00,CST,6/20/57 22:00,0,0,1,0,25K,0,,0,,,,F2,0,33,,,,,0,,,0,,,45.02,-98.63,,
195706,20,2312,195706,20,2312,,10113013,SOUTH DAKOTA,46,1957,June,Thunderstorm Wind,C,53,GREGORY,,6/20/57 23:12,CST,6/20/57 23:12,0,0,0,0,0,0,,62,,,,,0,0,,,,,0,,,0,,,43.2,-99.4,,
195706,30,1800,195706,30,1800,,10113015,SOUTH DAKOTA,46,1957,June,Hail,C,123,TRIPP,,6/30/57 18:00,CST,6/30/57 18:00,0,0,0,0,0,0,,2.75,,,,,0,0,,,,,0,,,0,,,43.7,-99.78,,
195707,1,1420,195707,1,1420,,10113016,SOUTH DAKOTA,46,1957,July,Thunderstorm Wind,C,73,JERAULD,,7/1/57 14:20,CST,7/1/57 14:20,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,44,-98.58,,
195707,1,1500,195707,1,1500,,10113017,SOUTH DAKOTA,46,1957,July,Hail,C,73,JERAULD,,7/1/57 15:00,CST,7/1/57 15:00,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,44.08,-98.58,,
195707,1,1500,195707,1,1500,,10113018,SOUTH DAKOTA,46,1957,July,Hail,C,73,JERAULD,,7/1/57 15:00,CST,7/1/57 15:00,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,44.08,-98.58,,
195707,2,458,195707,2,458,,10113019,SOUTH DAKOTA,46,1957,July,Thunderstorm Wind,C,5,BEADLE,,7/2/57 4:58,CST,7/2/57 4:58,0,0,0,0,0,0,,65,,,,,0,0,,,,,0,,,0,,,44.38,-98.18,,
195705,15,1350,195705,15,1350,,10094111,OKLAHOMA,40,1957,May,Hail,C,3,ALFALFA,,5/15/57 13:50,CST,5/15/57 13:50,0,0,0,0,0,0,,2,,,,,0,0,,,,,0,,,0,,,36.88,-98.5,,
195705,15,1500,195705,15,1500,,10094112,OKLAHOMA,40,1957,May,Hail,C,3,ALFALFA,,5/15/57 15:00,CST,5/15/57 15:00,0,0,0,0,0,0,,3,,,,,0,0,,,,,0,,,0,,,36.78,-98.28,,
195705,15,1710,195705,15,1710,,10094113,OKLAHOMA,40,1957,May,Tornado,C,73,KINGFISHER,,5/15/57 17:10,CST,5/15/57 17:10,0,0,0,0,.03K,0,,0,,,,F0,0,33,,,,,0,,,0,,,35.92,-98,,
195705,15,1730,195705,15,1730,,10094114,OKLAHOMA,40,1957,May,Tornado,C,73,KINGFISHER,,5/15/57 17:30,CST,5/15/57 17:30,0,0,0,0,2.5K,0,,0,,,,F1,0,500,,,,,0,,,0,,,35.97,-97.92,,
195705,15,1825,195705,15,1825,,10094115,OKLAHOMA,40,1957,May,Thunderstorm Wind,C,119,PAYNE,,5/15/57 18:25,CST,5/15/57 18:25,0,0,0,0,0,0,,66,,,,,0,0,,,,,0,,,0,,,36.08,-97.08,,
195705,15,1945,195705,15,1945,,10094116,OKLAHOMA,40,1957,May,Hail,C,73,KINGFISHER,,5/15/57 19:45,CST,5/15/57 19:45,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,36.08,-98,,
195705,15,2350,195705,15,2350,,10094117,OKLAHOMA,40,1957,May,Thunderstorm Wind,C,47,GARFIELD,,5/15/57 23:50,CST,5/15/57 23:50,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,36.38,-97.9,,
195705,16,32,195705,16,32,,10094118,OKLAHOMA,40,1957,May,Tornado,C,45,ELLIS,,5/16/57 0:32,CST,5/16/57 0:32,0,0,0,0,2.5K,0,,0,,,,F1,6.9,200,,,,,0,,,0,,,36.13,-99.9,36.23,-99.9
195705,16,1000,195705,16,1000,,10094119,OKLAHOMA,40,1957,May,Hail,C,59,HARPER,,5/16/57 10:00,CST,5/16/57 10:00,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,36.78,-99.9,,
195705,16,1648,195705,16,1648,,10094120,OKLAHOMA,40,1957,May,Hail,C,109,OKLAHOMA,,5/16/57 16:48,CST,5/16/57 16:48,0,0,0,0,0,0,,0.75,,,,,0,0,,,,,0,,,0,,,35.38,-97.4,,
195705,23,1845,195705,23,1845,,10116327,SOUTH CAROLINA,45,1957,May,Thunderstorm Wind,C,83,SPARTANBURG,,5/23/57 18:45,CST,5/23/57 18:45,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34.88,-81.78,,
195706,18,1900,195706,18,1900,,10116328,SOUTH CAROLINA,45,1957,June,Thunderstorm Wind,C,45,GREENVILLE,,6/18/57 19:00,CST,6/18/57 19:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34.78,-82.4,,
195706,28,1345,195706,28,1345,,10116329,SOUTH CAROLINA,45,1957,June,Thunderstorm Wind,C,11,BARNWELL,,6/28/57 13:45,CST,6/28/57 13:45,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,33.38,-81.5,,
195710,15,100,195710,15,100,,10121168,TEXAS,48,1957,October,Thunderstorm Wind,C,321,MATAGORDA,,10/15/57 1:00,CST,10/15/57 1:00,0,0,0,0,0,0,,67,,,,,0,0,,,,,0,,,0,,,28.7,-96.28,,
195710,22,600,195710,22,600,,10121169,TEXAS,48,1957,October,Tornado,C,291,LIBERTY,,10/22/57 6:00,CST,10/22/57 6:00,1,0,0,0,25K,0,,0,,,,F3,4.3,100,,,,,0,,,0,,,30.25,-94.97,30.25,-94.9
195710,22,1730,195710,22,1730,,10121170,TEXAS,48,1957,October,Thunderstorm Wind,C,303,LUBBOCK,,10/22/57 17:30,CST,10/22/57 17:30,0,0,0,0,0,0,,78,,,,,0,0,,,,,0,,,0,,,33.7,-101.78,,
195710,23,800,195710,23,800,,10121171,TEXAS,48,1957,October,Thunderstorm Wind,C,245,JEFFERSON,,10/23/57 8:00,CST,10/23/57 8:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,30.08,-94.08,,
195710,23,900,195710,23,900,,10121172,TEXAS,48,1957,October,Thunderstorm Wind,C,361,ORANGE,,10/23/57 9:00,CST,10/23/57 9:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,30.08,-93.9,,
195711,7,2045,195711,7,2045,,10121173,TEXAS,48,1957,November,Tornado,C,245,JEFFERSON,,11/7/57 20:45,CST,11/7/57 20:45,0,0,0,0,25K,0,,0,,,,F1,0,33,,,,,0,,,0,,,30.05,-94.33,,
195711,7,2110,195711,7,2110,,10121174,TEXAS,48,1957,November,Thunderstorm Wind,C,245,JEFFERSON,,11/7/57 21:10,CST,11/7/57 21:10,0,0,0,0,0,0,,66,,,,,0,0,,,,,0,,,0,,,30.08,-94.08,,
195711,7,2115,195711,7,2115,,10121175,TEXAS,48,1957,November,Tornado,C,245,JEFFERSON,,11/7/57 21:15,CST,11/7/57 21:15,59,0,2,0,2.5M,0,,0,,,,F3,3.6,200,,,,,0,,,0,,,29.95,-93.93,29.97,-93.88
195711,7,2123,195711,7,2123,,10121176,TEXAS,48,1957,November,Tornado,C,245,JEFFERSON,,11/7/57 21:23,CST,11/7/57 21:23,1,0,0,0,250K,0,,0,,,,F3,1.5,33,,,,,0,,,0,,,29.9,-94,,
195711,7,2327,195711,7,2327,,10121177,TEXAS,48,1957,November,Tornado,C,361,ORANGE,,11/7/57 23:27,CST,11/7/57 23:27,81,0,1,0,2.5M,0,,0,,,,F4,12.9,200,,,,,0,,,0,,,30.1,-93.73,29.97,-93.88
195711,12,2335,195711,12,2335,,10121178,TEXAS,48,1957,November,Hail,C,199,HARDIN,,11/12/57 23:35,CST,11/12/57 23:35,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,30.18,-94.18,,
195711,17,1645,195711,17,1645,,10121179,TEXAS,48,1957,November,Tornado,C,439,TARRANT,,11/17/57 16:45,CST,11/17/57 16:45,2,0,0,0,2.5K,0,,0,,,,F2,2,50,,,,,0,,,0,,,32.72,-97.37,,
195706,18,1430,195706,18,1430,,10087396,NORTH DAKOTA,38,1957,June,Hail,C,19,CAVALIER,,6/18/57 14:30,CST,6/18/57 14:30,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,48.78,-98.28,,
195706,19,2000,195706,19,2000,,10087397,NORTH DAKOTA,38,1957,June,Hail,C,97,TRAILL,,6/19/57 20:00,CST,6/19/57 20:00,0,0,0,0,0,0,,1.75,,,,,0,0,,,,,0,,,0,,,47.5,-97.28,,
195706,20,1600,195706,20,1600,,10087398,NORTH DAKOTA,38,1957,June,Thunderstorm Wind,C,93,STUTSMAN,,6/20/57 16:00,CST,6/20/57 16:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,46.88,-98.68,,
195706,20,1700,195706,20,1700,,10087399,NORTH DAKOTA,38,1957,June,Hail,C,3,BARNES,,6/20/57 17:00,CST,6/20/57 17:00,0,0,0,0,0,0,,2.75,,,,,0,0,,,,,0,,,0,,,46.88,-98,,
195706,20,1749,195706,20,1749,,10087400,NORTH DAKOTA,38,1957,June,Hail,C,93,STUTSMAN,,6/20/57 17:49,CST,6/20/57 17:49,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,46.88,-98.68,,
195706,20,1830,195706,20,1830,,10087401,NORTH DAKOTA,38,1957,June,Tornado,C,17,CASS,,6/20/57 18:30,CST,6/20/57 18:30,0,0,0,0,0K,0,,0,,,,,0,33,,,,,0,,,0,,,46.7,-97,,
195706,20,1830,195706,20,1830,,10087402,NORTH DAKOTA,38,1957,June,Tornado,C,21,DICKEY,,6/20/57 18:30,CST,6/20/57 18:30,0,0,0,0,25K,0,,0,,,,F2,2,30,,,,,0,,,0,,,46.1,-98.1,,
195706,20,1840,195706,20,1840,,10087403,NORTH DAKOTA,38,1957,June,Tornado,C,17,CASS,,6/20/57 18:40,CST,6/20/57 18:40,103,0,10,0,25M,0,,0,,,,F5,27.4,500,,,,,0,,,0,,,46.9,-97.35,46.88,-96.77
195706,20,1842,195706,20,1842,,10087404,NORTH DAKOTA,38,1957,June,Hail,C,0,,,6/20/57 18:42,CST,6/20/57 18:42,0,0,0,0,0,0,,1,,,,,0,0,,,,,0,,,0,,,46.88,-96.78,,
195707,1,2005,195707,1,2005,,10087405,NORTH DAKOTA,38,1957,July,Thunderstorm Wind,C,61,MOUNTRAIL,,7/1/57 20:05,CST,7/1/57 20:05,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,48.28,-102.4,,
195707,1,315,195707,1,315,,9980854,ARKANSAS,5,1957,July,Thunderstorm Wind,C,131,SEBASTIAN,,7/1/57 3:15,CST,7/1/57 3:15,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.2,-94.28,,
195707,1,1300,195707,1,1300,,9980855,ARKANSAS,5,1957,July,Thunderstorm Wind,C,45,FAULKNER,,7/1/57 13:00,CST,7/1/57 13:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.08,-92.5,,
195706,14,330,195706,14,330,,10061537,MISSOURI,29,1957,June,Thunderstorm Wind,C,95,JACKSON,,6/14/57 3:30,CST,6/14/57 3:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,39.08,-94.58,,
195706,14,400,195706,14,400,,10061538,MISSOURI,29,1957,June,Tornado,C,117,LIVINGSTON,,6/14/57 4:00,CST,6/14/57 4:00,0,0,0,0,25K,0,,0,,,,F1,0.5,300,,,,,0,,,0,,,39.82,-93.58,,
195704,25,1108,195704,25,1108,,10041673,MICHIGAN,26,1957,April,Thunderstorm Wind,C,145,SAGINAW,,4/25/57 11:08,CST,4/25/57 11:08,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,43.2,-84.08,,
195704,25,1400,195704,25,1400,,10041675,MICHIGAN,26,1957,April,Tornado,C,151,SANILAC,,4/25/57 14:00,CST,4/25/57 14:00,0,0,0,0,2.5K,0,,0,,,,F1,0,33,,,,,0,,,0,,,43.35,-82.88,,
195704,26,1906,195704,26,1906,,10041676,MICHIGAN,26,1957,April,Hail,C,161,WASHTENAW,,4/26/57 19:06,CST,4/26/57 19:06,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,42.08,-83.68,,
195704,26,1906,195704,26,1906,,10041677,MICHIGAN,26,1957,April,Thunderstorm Wind,C,161,WASHTENAW,,4/26/57 19:06,CST,4/26/57 19:06,0,0,0,0,0,0,,70,,,,,0,0,,,,,0,,,0,,,42.08,-83.68,,
195704,27,930,195704,27,930,,10041678,MICHIGAN,26,1957,April,Tornado,C,125,OAKLAND,,4/27/57 9:30,CST,4/27/57 9:30,0,0,0,0,2.5K,0,,0,,,,F0,0,33,,,,,0,,,0,,,42.7,-83.3,,
195706,19,1330,195706,19,1330,,10042630,MAINE,23,1957,June,Thunderstorm Wind,C,5,CUMBERLAND,,6/19/57 13:30,CST,6/19/57 13:30,0,0,0,0,0,0,,66,,,,,0,0,,,,,0,,,0,,,43.7,-70.28,,
195707,27,2000,195707,27,2000,,10042631,MAINE,23,1957,July,Hail,C,0,,,7/27/57 20:00,CST,7/27/57 20:00,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,47.2,-67.9,,
195704,18,1540,195704,18,1540,,9984231,ARKANSAS,5,1957,April,Thunderstorm Wind,C,145,WHITE,,4/18/57 15:40,CST,4/18/57 15:40,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.28,-91.4,,
195704,22,1400,195704,22,1400,,9984232,ARKANSAS,5,1957,April,Thunderstorm Wind,C,113,POLK,,4/22/57 14:00,CST,4/22/57 14:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34.28,-94.4,,
195704,26,1400,195704,26,1400,,9984236,ARKANSAS,5,1957,April,Thunderstorm Wind,C,29,CONWAY,,4/26/57 14:00,CST,4/26/57 14:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.2,-92.5,,
195704,26,1415,195704,26,1415,,9984237,ARKANSAS,5,1957,April,Thunderstorm Wind,C,59,HOT SPRING,,4/26/57 14:15,CST,4/26/57 14:15,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34.38,-92.78,,
195705,11,1100,195705,11,1100,,9984238,ARKANSAS,5,1957,May,Tornado,C,83,LOGAN,,5/11/57 11:00,CST,5/11/57 11:00,0,0,0,0,0K,0,,0,,,,F2,0,33,,,,,0,,,0,,,35.32,-93.52,,
195705,13,1020,195705,13,1020,,9984239,ARKANSAS,5,1957,May,Tornado,C,81,LITTLE RIVER,,5/13/57 10:20,CST,5/13/57 10:20,1,0,0,0,0K,0,,0,,,,F2,1,77,,,,,0,,,0,,,33.67,-94.12,,
195705,13,1035,195705,13,1035,,9984240,ARKANSAS,5,1957,May,Tornado,C,61,HOWARD,,5/13/57 10:35,CST,5/13/57 10:35,1,0,0,0,25K,0,,0,,,,F2,2,200,,,,,0,,,0,,,33.88,-93.92,,
195705,13,1110,195705,13,1110,,9984241,ARKANSAS,5,1957,May,Thunderstorm Wind,C,81,LITTLE RIVER,,5/13/57 11:10,CST,5/13/57 11:10,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,33.88,-94.4,,
195705,13,1112,195705,13,1112,,9984242,ARKANSAS,5,1957,May,Thunderstorm Wind,C,113,POLK,,5/13/57 11:12,CST,5/13/57 11:12,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34.5,-94,,
195705,13,1120,195705,13,1120,,9984243,ARKANSAS,5,1957,May,Tornado,C,109,PIKE,,5/13/57 11:20,CST,5/13/57 11:20,0,0,0,0,25K,0,,0,,,,F2,0,50,,,,,0,,,0,,,34.03,-93.52,,
195705,13,1145,195705,13,1145,,9984244,ARKANSAS,5,1957,May,Tornado,C,59,HOT SPRING,,5/13/57 11:45,CST,5/13/57 11:45,0,0,0,0,250K,0,,0,,,,F3,14.7,880,,,,,0,,,0,,,34.22,-93,34.37,-92.82
195705,13,1145,195705,13,1145,,9984245,ARKANSAS,5,1957,May,Thunderstorm Wind,C,19,CLARK,,5/13/57 11:45,CST,5/13/57 11:45,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34.08,-93.08,,
195705,13,1250,195705,13,1250,,9984246,ARKANSAS,5,1957,May,Tornado,C,45,FAULKNER,,5/13/57 12:50,CST,5/13/57 12:50,18,0,1,0,250K,0,,0,,,,F3,17.5,63,,,,,0,,,0,,,35.07,-92.47,35.32,-92.43
195705,13,1300,195705,13,1300,,9984247,ARKANSAS,5,1957,May,Thunderstorm Wind,C,63,INDEPENDENCE,,5/13/57 13:00,CST,5/13/57 13:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.88,-91.78,,
195705,13,1300,195705,13,1300,,9984248,ARKANSAS,5,1957,May,Thunderstorm Wind,C,141,VAN BUREN,,5/13/57 13:00,CST,5/13/57 13:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.58,-92.5,,
195705,13,1315,195705,13,1315,,9984249,ARKANSAS,5,1957,May,Thunderstorm Wind,C,13,CALHOUN,,5/13/57 13:15,CST,5/13/57 13:15,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,33.78,-92.4,,
195705,13,1400,195705,13,1400,,9984250,ARKANSAS,5,1957,May,Tornado,C,65,IZARD,,5/13/57 14:00,CST,5/13/57 14:00,1,0,0,0,25K,0,,0,,,,F2,2,400,,,,,0,,,0,,,36.2,-91.92,,
195705,17,1945,195705,17,1945,,9984251,ARKANSAS,5,1957,May,Hail,C,123,ST. FRANCIS,,5/17/57 19:45,CST,5/17/57 19:45,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,35,-90.78,,
195705,18,2100,195705,18,2100,,9984252,ARKANSAS,5,1957,May,Thunderstorm Wind,C,145,WHITE,,5/18/57 21:00,CST,5/18/57 21:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.28,-91.9,,
195705,21,1730,195705,21,1730,,9984253,ARKANSAS,5,1957,May,Hail,C,143,WASHINGTON,,5/21/57 17:30,CST,5/21/57 17:30,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,36,-94.18,,
195705,21,2000,195705,21,2000,,9984254,ARKANSAS,5,1957,May,Thunderstorm Wind,C,85,LONOKE,,5/21/57 20:00,CST,5/21/57 20:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34.88,-92,,
195705,21,2130,195705,21,2130,,9984255,ARKANSAS,5,1957,May,Thunderstorm Wind,C,133,SEVIER,,5/21/57 21:30,CST,5/21/57 21:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,34,-94.18,,
195705,21,2150,195705,21,2150,,9984256,ARKANSAS,5,1957,May,Thunderstorm Wind,C,119,PULASKI,,5/21/57 21:50,CST,5/21/57 21:50,0,0,0,0,0,0,,66,,,,,0,0,,,,,0,,,0,,,34.88,-92.18,,
195705,21,2158,195705,21,2158,,9984257,ARKANSAS,5,1957,May,Thunderstorm Wind,C,119,PULASKI,,5/21/57 21:58,CST,5/21/57 21:58,0,0,0,0,0,0,,66,,,,,0,0,,,,,0,,,0,,,34.88,-92.08,,
195705,21,2200,195705,21,2200,,9984258,ARKANSAS,5,1957,May,Thunderstorm Wind,C,55,GREENE,,5/21/57 22:00,CST,5/21/57 22:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,36,-90.5,,
195705,21,2230,195705,21,2230,,9984259,ARKANSAS,5,1957,May,Thunderstorm Wind,C,93,MISSISSIPPI,,5/21/57 22:30,CST,5/21/57 22:30,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.78,-90.08,,
195705,21,2300,195705,21,2300,,9984260,ARKANSAS,5,1957,May,Thunderstorm Wind,C,31,CRAIGHEAD,,5/21/57 23:00,CST,5/21/57 23:00,0,0,0,0,0,0,,0,,,,,0,0,,,,,0,,,0,,,35.78,-90.68,,
195705,22,1920,195705,22,1920,,9984262,ARKANSAS,5,1957,May,Hail,C,143,WASHINGTON,,5/22/57 19:20,CST,5/22/57 19:20,0,0,0,0,0,0,,1.5,,,,,0,0,,,,,0,,,0,,,36,-94.08,,
